,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
1388, on 12/16/16 19:37 PM (PST),Fred Nolasco ,2016 Honda Civic  LX 4dr Sedan (2.0L 4cyl 6M),Just saying. for the value., Im leasing for my mother she absolutely loves it. And i find it fun to drive handles like a smooth sports car. Tight like honda knows how to build cars. You wont regret it. Greiko Honda In RI. I cant wait to upgrade.,4
1389, on 12/10/16 18:57 PM (PST),Coinneach Fitzpatrick ,2016 Honda Civic  EX-T 4dr Sedan (1.5L 4cyl Turbo CVT),"Best bang for the buck, period"," I've put 1400 miles on my EX-T in 2.5 weeks of ownership and have pretty thoroughly shaken it down. This is my first CVT car; I was expecting a slightly more refined version of the terrible Altima transmission, but instead, I'm very impressed. It's unobtrusive, responsive and smooth. The 1.5L turbo isn't nearly as laggy as everyone claims, and considering it's Honda's first attempt at a turbo, it does a fantastic job. My first tank scored a 50/50 (45 mph average speed) combined economy of 37 mpg while still being a blast to drive. The steering is slightly heavy (it's a Honda, this is how they roll) but precise; it does seem to fall toward the down slope of the road crown a little more than it should, which I believe is caused by the frankly low-end Firestones. The brakes are solid and ABS works perfectly. The seats are very firm and supportive, but the extremely tight weave of the fabric means they tend to heat up quickly; the automagic AC takes care of that problem. I've had back-seat passengers bonk their heads on the very low, sloping entrance, which is just a limitation of the fastback design. The Display Audio system is buggy, probably because it's simply a tablet based on Android KitKat; however, the GM MyLink in my previous two cars was just as bad. The controls and instrumentation are very clear and logical; the windows and moonroof seal impeccably; the build quality is phenomenal (more than once I've heard ""This is a *Civic?!*"") and it just flat looks badass. tl;dr: Honda knocked it out of the park with the 10th Gen Civic.",5
1390, on 12/08/16 22:02 PM (PST),Josh ,2016 Honda Civic  EX-T 4dr Sedan (1.5L 4cyl Turbo CVT),This one is a keeper!," I've had my 2016 civic EX-T for about 2 months now and haven't had a single regret about my purchase! I traded in a 2014 accord coupe that I never could make myself like. The new civic is so good! It's comfortable, quiet, roomy, and has plenty of power. It just hit 4,000 miles and I love it more every time I get in it. The cvt transmission is great, my accord had it so I was already use to it when I bought this car. I will never go back to a traditional automatic because the cvt is just sooo smooth. My mom has a 2017 accord v6 with the 6-speed auto and every time I drive it I think something is wrong with it because it's always shifting! You get so much bang for your buck with the civic. Push button start, rear and side cameras, automatic lights, large LCD screen for the tach/speedometer with many different settings, LED running lights, LED tail lights and tag lights, remote start, etc. It drives like a much more expensive car and handles the road so well. I love this car and I see myself keeping it for many years to come!",5
1391, on 12/07/16 07:17 AM (PST),ztimulating ,2016 Honda Civic  EX w/Honda Sensing 4dr Sedan (2.0L 4cyl CVT),This car is fantastic," Bought this for the kids because it has automatic braking and my short offspring liked the visibility.  A lot of folks think kids should drive old cars because mistakes are less costly.  As a 20 year insurance professional I know protecting my children's lives is more important so finding a car with auto brake lead me here.  The car has a top IIHS rating (NHTS star rating is worthless in my opinion) but in addition to being safe this thing is great to drive.  My daily driver is a sports car and I am very happy jumping into the Civic with half the horsepower because the chassis is fantastic, it makes the whole driving experience nice.  This is our first CVT transmission, Honda really dialed it in and it does not distract from the experience.  The control layout is great, apple and android car play is fantastic, this $20K car has better nav then my spouses $45K factory nav.  Took a while to get used to the lack of radio volume knob but that is so minor.  The servicing dealer are a bunch of jerks, actually charged us for an oil change for a factory recall regarding the piston not being attached correctly.  called the service department manager and he immediately agreed to remove the charge but the guy who added it wouldn't remove it over the phone so we had to go back - which was the last time ever at that dealership.Update 6/2017. Car is still fantastic.  The only small complaint is a torn rear seat after kid dragged viola case over it.  I'll take safety and reliability over interior materials so its Saul Goodman.",5
1392, on 12/06/16 08:25 AM (PST),Ligonier John ,2016 Honda Civic  EX-T 2dr Coupe (1.5L 4cyl Turbo CVT),LUV MY CIVIC EX-T," This is a great car to drive and enjoy overall. I have the Turbo that works quickly to reach 60mph and beyond. Great looking car and interior, with a plenty of room in the truck for shopping, suitcases, or golf bag. I wish I would've otten power seats just because of the many different positions. Don't get me wrong, the seats are comfotable, just my own preference. The steering wheel volume control is new, but placed beside another control which I have push instead many times. I would highly recommend this Civic EX-T for those wanting dependability and great looks. This is a winner design for Honda.",5
1393, on 11/23/16 14:37 PM (PST),Emperor's civic ,2016 Honda Civic  Touring 4dr Sedan (1.5L 4cyl Turbo CVT),Honda next generation, Good car for the money...but still need to work out a few kinks,4
1394, on 11/22/16 05:59 AM (PST),Andrew ,2016 Honda Civic  Touring 4dr Sedan (1.5L 4cyl Turbo CVT),Frustrating technology," I had the Touring 6 months 5 K miles and was frustrated by the tech system used. The Bluetooth rarely  understood commands, dropped my phone continuously, did not have my phonebook most of the time , rebooted itself, just pure frustration. My wife did not like to noise or seat comfort.  Body parts not fitted well.  On the good side it got great MPG, looked good, handles well But the turbo lag along with the CVT was frustrating as well, try to get out into traffic was waiting a second till the turbo spools up along with the CVT stunk .   Traded it in 9 weeks ago and the dealer is still sitting on it as they lower the price weekly.",2
1395, on 11/16/16 18:51 PM (PST),LM ,2016 Honda Civic  LX 4dr Sedan (2.0L 4cyl CVT),Wind whistles," I'm really irritated by the poor window/door seal on the driver's side.  At 50+ mph you can hear the wind whistling, like the window is cracked a tiny bit.  The dealer and Honda America say it's just a characteristic of the vehicle, but my 2015 Civic doesn't do this, nor my 2007 Civic, nor my 2005 Civic, nor the 2002 Civic we had previously.  Test drive at 50+ with the radio off and listen before you buy this car.  I wish I had.  There is no fix at this time.  By the way, I'm guessing at MPG below.  I haven't actually checked that.",4
1396, on 11/11/16 21:22 PM (PST),Ahsanul ,2016 Honda Civic  EX 4dr Sedan (2.0L 4cyl CVT),Honda civic EX," i bought Honda civic EX is not even four months, this car already start to giving me transmission problem. Also sensor and brake problem. Any way 1 thing that benefit me is good mileage. However dont buy this car!!!!!",1
1397, on 11/03/16 12:23 PM (PDT),jerome mcnealy ,2016 Honda Civic  Touring 2dr Coupe (1.5L 4cyl Turbo CVT),Great upgrades on new model for 2016, Love civic and Honda quality & resale value.,5
1398, on 10/31/16 14:06 PM (PDT),Satish Kokle ,2016 Honda Civic  LX 4dr Sedan (2.0L 4cyl CVT),Red Civic Bird," getting in and out of car can be little inconvenient. I felt the Pickup was ok not great. Drove it to Hoston Tx and back runs good, good mileage, For long trips be ready to fill often as the gas tank is only 10 gallon.",5
1399, on 10/30/16 09:27 AM (PDT),Early Adopter ,2016 Honda Civic  Touring 4dr Sedan (1.5L 4cyl Turbo CVT),Gets lots of second looks.," Well-designed, fun to drive. Wish I'd waited for the Touring Hatchback next year.",5
1400, on 10/29/16 15:22 PM (PDT),Kenny G. ,2016 Honda Civic  EX-L 4dr Sedan (1.5L 4cyl Turbo CVT),WOW what great HWY mileage," Drove from Las Vegas to Lake Tahoe (450 miles one-way, mostly two lane highway) and got just over 45 MPG each way driving in Economy mode mostly at 72 MPH.  When I needed to pass trucks, campers, etc. I'd just switch the Econ mode off, make my pass utilizing the oomph of the turbo, and then put the Econ mode back on.  Front seats are low but very comfortable.  Trunk is cave-like.  It took Honda forever to have auto -on headlights - they still lag behind with no universal garage door opener.",5
1401, on 10/24/16 13:26 PM (PDT),Greek Brothers ,2016 Honda Civic  Touring 4dr Sedan (1.5L 4cyl Turbo CVT),DO NOT BUY," I own a brand new 2016 Civic Touring Sedan: problems with its navigation system started the very next day. It either cannot 'find' the satellites or it shows your location completely wrong, on another street or in a forest or in a lake! Took it back to he selling dealership twice: first time for a week to have the navigation 'head' replaced - no improvement. Second time for another week to have the antenna replaced. If that doesn't help either I'll take it back again, and again: thank God for the existing Lemon Laws.",2
1402, on 10/24/16 10:08 AM (PDT),Dennis Frazier ,2016 Honda Civic  EX-T 4dr Sedan (1.5L 4cyl Turbo CVT),2016 Civic EXT, ,4
1403, on 10/24/16 10:00 AM (PDT),doc gupta ,2016 Honda Civic  LX 4dr Sedan (2.0L 4cyl CVT),16 Lx, Much better driving experience then previous generation civic. Car was totaled from a front impact involving a drunk driver. Airbags deployed and I’m okay. Very safe car ! Would have bought another one but couldn’t beat the lease special on the new Camry,5
1404, on 10/22/16 05:57 AM (PDT),Polk  Olk ,2016 Honda Civic  LX 4dr Sedan (2.0L 4cyl 6M),Honda Civic lx, Overall good car,5
1405, on 10/21/16 08:25 AM (PDT),Luis Fernandez ,2016 Honda Civic  LX-P 2dr Coupe (2.0L 4cyl CVT),Valuable Coupe," Love the car, except for the head room.  If you are over 6 feet tall, look for something else. Otherwise, it's a great small car.",5
1406, on 10/20/16 10:58 AM (PDT),Daniel Belshaw ,2016 Honda Civic  EX-L 4dr Sedan (1.5L 4cyl Turbo CVT),Honda 2016 Civic EX-L, ,4
1407, on 10/14/16 09:08 AM (PDT),kima ,2016 Honda Civic  EX w/Honda Sensing 4dr Sedan (2.0L 4cyl CVT),another great Honda from Sierra Honda, Honda is a reliable brand.  You get what you pay for and for what you expected to get.,5
1408, on 10/14/16 06:32 AM (PDT),Nate ,2016 Honda Civic  LX 4dr Sedan (2.0L 4cyl CVT),In the Shop at 1100 Miles," This is the fourth Honda I've owned. Never had too many problems with the others so I decide on the 2016 Civic for my newest car purchase. It's a great car, as long as you don't care to know how much gas you have. With only 1100 miles on it, the gas gauge stop working. Well, not entirely. It has a bug where it only won't work in the morning. If you drive it around, turn the car off, and then turn it back on, it will work. But its a brand new car; I shouldn't have to do that. I took it back to the purchase dealer and they said there was absolutely nothing wrong with it. Took it to a second dealer (now at 1600 miles) and they currently have it in the shop and are keeping it overnight. I'm very very disappointed in Honda and in my purchase of this vehicle. Who knows what will go wrong next? Think long and hard before purchasing this vehicle as the quality of Honda has gone significantly downhill.",1
1409, on 10/13/16 20:26 PM (PDT),vidyasagar ponnam ,2016 Honda Civic  EX-T 4dr Sedan (1.5L 4cyl Turbo CVT),Awesome car, ,5
1410, on 10/13/16 11:52 AM (PDT),Ricardo arita ,2016 Honda Civic  LX 4dr Sedan (2.0L 4cyl 6M),Nice wheels, Nice car,4
1411, on 10/13/16 11:19 AM (PDT),Zhiyuan Lin ,2016 Honda Civic  EX-L 4dr Sedan (1.5L 4cyl Turbo CVT),Great car!, ,5
1412, on 10/11/16 09:56 AM (PDT),Haylie Henderson ,2016 Honda Civic  LX 4dr Sedan (2.0L 4cyl CVT),I'm in love with my 2016 civic lx!, ,5
1413, on 10/11/16 09:29 AM (PDT),RICH D. ,2016 Honda Civic  LX 4dr Sedan (2.0L 4cyl 6M),Love my new 2016 Civic LX," I really love the new design, and roomier interior.This was supposed to be for my wife who is small and I thought might be too small for me to drive, not the case.Very comfortable to drive and lots of room.No complaints, although I dont like the brake button near the center of console, too  easy to hit by mistake and for me the jury still out on the capless gas tank. Im just used to having a gas cap my whole life so will have to get used to it.Otherwise this is my 4th Honda previously had a 2003 Civic,2006 Accord, still have my 2014 Crosstour (which I love) so totally sold on Honda!",5
1414, on 09/15/18 10:42 AM (PDT),P M from Arizona ,2018 Honda Accord  Sport 4dr Sedan (2.0L 4cyl Turbo 10A),2018 2.0T Sport Accord...4 day ownership review.," There are rattles and vibrations.  This car had 7 miles purchased 4 days ago.  On the way home from dealer I noticed it made vibrations after 1 hour on the road in the Arizona heat.  Vibration and rattles from dash and from exhaust area.  When I would travel 50 mph and take my foot off gas, car decelerates to 30 mph is when the rattling from exhaust occurred.  Also rattling from engine and dash.   This is an issue as web sites and YouTube has documented owners having similar issues.",4
1415, on 09/13/18 12:34 PM (PDT),Bill Danner ,2018 Honda Accord  Sport 4dr Sedan (1.5L 4cyl Turbo 6M),Sporty look and handeling, I have always looked for a manual transmission when looking for a new car. I was surprised to see the Accord sedan sport 6 speed manual and was intrigued. After checking the price and limited availability I almost backed out of new in favor of used. I was trading a 2013 LX-S manual and the 2018 was the only option to move in to a newer model. Prior to the 2013 I had a 2009 civic manual with great pickup but small interior. I traded up to the 2013 Accord for more room but found that it had less zip than the Civic due to the increased weight. The same was true with the 2018 as the size increased the 1.5 lt engine is a little sluggish during acceleration. My wife also noticed this on her first outing. I guess the higher price for the 2.0 lt engine is warranted in this case. I am happy with the trade off between price and performance and the car is still fun to drive with plenty of interior room.,4
1416, on 09/12/18 16:12 PM (PDT),Greywolf ,2018 Honda Accord  EX-L 4dr Sedan (1.5L 4cyl Turbo CVT),Is this an Acura?," I can't say enough good things about the handling, supple ride and performance on this EX-L. I really can't imagine a luxury car giving one much more in comfort. My only complaint is that Honda has eliminated some of the tech onour 2016 EX-L in order to keep costs of all that safety equipment from taking the car up over the $30K mark. The simplified dash is just adequate. What happened to the always present compass? What happened to that great right side camera? The blind spot warning on the left was a needed addition and those TWO video screens were a joke (needless redundancy) but Honda needs to start updating ALL lighting to LED, not just on the Touring model. The low beam LEDs are great, but WHY old-tech, yellow halogens for the high beams??? Makes no sense except Honda needed something to justify the $2,000 difference in trim levels. Cheap marketing tricks. Same with the exhaust ports. A turbo engine with two INVISIBLE downward exhausts???? C'mon, Honda, catch up with the rest of the pack with these features. But all-in-all, a wonderful car for the money. I traded a 2016 Civic Touring for this Accord and couldn't be happier.",5
1417, on 09/11/18 10:35 AM (PDT),M Witte ,2018 Honda Accord  Sport 4dr Sedan (1.5L 4cyl Turbo 6M),A pretty little car but...," So I picked up my Accord back in late March of this year for 27K. I have the sport model with the 18"" tires and a manual transmission which I appreciate since so many American cars don't come with a stick except at the higher end models. The car handles well, and overall I'm satisfied with it considering my job has my driving around 2000 miles a month.  HOWEVER, as with any car there have been a couple issues. The touch screen is finicky and likes to freeze up when using Apple Car Play, you also have to connect it to the lightning port to use it which for some reason doesn't charge it while doing so. Additionally, make sure you check everything is installed correctly before driving off. I had a mirror come off in the car wash and even though their's no damage to the side mirror assembly, the mirror itself isn't covered under warranty because of ""outside influences."" as per the dealer and Honda of America.",3
1418, on 09/09/18 18:52 PM (PDT),DS1 ,2018 Honda Accord  Sport 4dr Sedan (2.0L 4cyl Turbo 6M),Losing faith in Honda," Make sure you watch the hood for flutter. Took 2 Honda Field Reps to Correct the issue 5 days after driving it off the lot. Also the car has a bad vibration feeling in the drivers and passengers seat between 45 and 65 miles an hour. Honda says it’s normal due to the 19” 40 low profile tires. BS...Won’t even esacalte my request to repair or replace the car at Honda Corporate now going on 15 days to get someone from Honda corporate to call me back. My 2015 V6 coupe, which was the least reliable Honda I’ve owned, rode nicer than this one does..this is my 5th accord and most likely my last Honda. Shame since I’ve stayed loyal to the beand for the last 17 years.",3
1419, on 09/04/18 15:35 PM (PDT),Hector quinones ,2018 Honda Accord  Touring 4dr Sedan (1.5L 4cyl Turbo CVT),Drive train warranty," Awesome car just wish it came with a longer drive train warranty.comes with only 5years/60,000 miles.  Would be nice 5years,no limited mileage.but awesome car so far and I've owned hondas for over 15 years love them.",5
1420, on 09/03/18 21:05 PM (PDT),KGreen ,2018 Honda Accord  LX 4dr Sedan (1.5L 4cyl Turbo CVT),1st Brand New Car Ever!!," This is my 11th vehicle and 1st brand new car.  I am so impressed at not only how pretty she is, but how she handles the road and stop & go city traffic.  My LX takes a hill very easily and no lag! I am a busy mom and I love the acceleration and smooth ride.  Beautiful colors to choose from as well.  Quality is there.  The only thing I would suggest, Honda, is to update better sound system, however that doesn't bother me too much.  Other than that everything seems to be perfect.  I'm driving the LX model and that's Honda's 'base model'.  It is still quality with the alloy wheels, nice comfy seats, technology, lane assistant, huge trunk space, and back up camera to name a few.  My kids are very very tall, and can get in and out with no problems.   The ride is comfortable and smooth.  My kids love it because of all the room in the back and the best thing, is I know how safe it is.  Just look up Honda Accord crash test videos.",5
1421, on 09/02/18 10:48 AM (PDT),SKR ,2018 Honda Accord  Touring 4dr Sedan (2.0L 4cyl Turbo 10A),Awesome, Love my car,5
1422, on 09/01/18 06:51 AM (PDT),Steve P ,2018 Honda Accord  EX-L 4dr Sedan (2.0L 4cyl Turbo 10A),Great MPG for this much power," Have gone 1300 mi so far and every tank has been 30+, with best being 34.2. Pretty amazing for a car with this much power. Love the torque this motor has. This is my 11th Honda/Acura car and I think will be the best one yet. Some typical Honda road noise, but thats the trade off for some road feel. Tech is great, really enjoy the infotainment system! Highly reccomend!",5
1423, on 08/31/18 00:30 AM (PDT),JANET C WARTHEN ,2018 Honda Accord  LX 4dr Sedan (1.5L 4cyl Turbo CVT),HONDA ACCORD 2018 - TOP OF THE LINE," I traded in my 2015 Honda Accord for this model and noticed a difference in the handling, parking and the turbo speed it has at takeoff.  The car is very attractive and appealing to others who see me driving it.  I find myself driving it much more than I did my 2015 Accord and ease of parking is very manageable.  I receive less dings and dents on this car (I've only had one ding) compared to the daily or monthly dings and dents I received on the other car.  The vehicle goes longer between maintenance (which is a saving) and all of the incentives that Honda offers makes it more affordable.  My first Honda Accord was a 2002 in which I drove it for 13yrs. and enjoyed the dependability it offered.  My only drawback is that my 2018 Accord did not come with a CD Player and I have not yet figured out how to play my music through the cell phone.  I am sure that when I take it back to the dealership that they will show me what I need to do to get it to work.  Overall, it is a great car, fun to drive and driving it makes me feel good about my ownership of this vehicle.",5
1424, on 08/28/18 11:16 AM (PDT),Bob Greenberg ,2018 Honda Accord  Touring 4dr Sedan (1.5L 4cyl Turbo CVT),View from the Front Seat, This model comes with 2 engine choices - 2.0 turbo and a 1.5 turbo. I found that the 1.5 with the CVT transmission was more responsive with plenty of get-up-and-go and excellent mileage.,5
1425, on 08/27/18 18:19 PM (PDT),Royo1212 ,2018 Honda Accord  Sport 4dr Sedan (1.5L 4cyl Turbo 6M),Just under 2k miles," This is my second Accord and 4th Honda. Pros of this car: The Apple/Android car play are easy to use, the steering wheel controls are smartly placed and easy to command, and the digital display options on dash can be switch to many different options. The gas mileage has been 26.9 around town and 32 combined, it is easy to drive and the air conditioning gets cold fairly quickly in 90+ weather. The wheels and tires provide smooth and stable ride and look nice and there is a lot of interior room in front and back seat.  Going from the Accord V6 to the 1.5L turbo has not been an issue. This car has plenty of power and sport mode makes it fun to drive. Brake hold is a nice feature to have while driving in city traffic. Overall I am pleased with the purchase and the purchase price. The cons: The seat materials seem cheap to the touch and the synthetic material tends to show snags easily due to being nylon type material. My kids already made a water stain on the back seat from a water bottle that leaked. I am 5’6” and have never felt I sat too low in a Honda but feel I sit low in the car which makes visibility more difficult. You step slightly up and out of the car rather than just straight across like the 2006 Accord. Older Hondas are much more easy to drive and you felt more in control of the car since visibility was so easy. This new Accord has the feel that reminds me of a Ford or Chevy where the hood is visible from driver seat, which is new to Hondas.  Unfortunately, due to being able to see the hood the car feels wider, which was one of the new features. The brake and gas pedal are also farther apart than the old Hondas. I do not like the placement and often find myself pressing on the bottom quarter of the gas pedal. I am still having to adjust to the new look and drivability of the new Hondas.",4
1426, on 08/27/18 13:16 PM (PDT),Sal ,2018 Honda Accord  Sport 4dr Sedan (1.5L 4cyl Turbo CVT),The Luxury of a Sporty BMW (in a Honda!), Great purchase and powerful engine acceleration (from the turbo). Great to drive and luxurious cabin. Easy to use technology with a little bit of Bluetooth connectivity difficulties (nothing that really matters). Great Milage as well!!,4
1427, on 08/27/18 10:43 AM (PDT),David Silva ,2018 Honda Accord  EX-L 4dr Sedan (2.0L 4cyl Turbo 10A),EX-L 2.0T Excellent so far," The 10 speed automatic is fantastic. I was considering the manual, but the 10 speed with paddle shifters is awesome.",5
1428, on 08/27/18 09:50 AM (PDT),ostensor ,2018 Honda Accord  LX 4dr Sedan (1.5L 4cyl Turbo CVT),Great Car So Far!, Just about everything is very well thought out.  Only issues are trunk and hood fit (will see if they can be adjusted during first service).  Also some very inexpensive things such as auto-dimming rear view could have been added.  Not sure why they cut corners like this when everything else is outstanding.  And mileage claims are way off although this is true of most cars.,5
1429, on 08/21/18 17:23 PM (PDT),Hans-Juergen ,2018 Honda Accord  EX-L 4dr Sedan (1.5L 4cyl Turbo CVT),Needs a bette sound system," I like everything about my 1.5L CVT EXL Accord, except the quality of the sound.  Not as good as the Bose system I had on my 2013 Altima.  I don't understand the complaints about the low stance of the vehicle.  One test drive should tell you it you like or not.  I can't underdtand why anyone would purchase a car that they think is too low to drive or to get in and out of.  I am blown away by how much power Honda extracts from a 1.5L engine which is averaging 35mpg for me.",4
1430, on 08/20/18 11:03 AM (PDT),Charlie ,2018 Honda Accord  EX-L 4dr Sedan (1.5L 4cyl Turbo CVT),Fantastic car," This is the best Honda ever, elegant beautiful design equipped with some premium tech features, amazingly comfortable and wide space for a big tall person sitting in the back seat. All I can say I loved this car in terms of value and excellent quality!",5
1431, on 08/17/18 13:43 PM (PDT),Ray Griswold ,2018 Honda Accord  EX-L 4dr Sedan (1.5L 4cyl Turbo CVT),"So far, so-o good!"," It's been 15 years since I bought a new car, but my trusty Camry finally bit the dust with 150K miles. After searching far and wide and test driving many new cars, I elected to but a Honda Accord EX-L. Wow! Have times changed! The new technology is breathtaking. Rides like a top with over 37MPG. Couldn't be happier when listening to the Beach Boys on the Sirius XM channel. All told, I'm looking forward to the next 15 years...",5
1432, on 08/11/18 11:59 AM (PDT),Joe ,2018 Honda Accord  Sport 4dr Sedan (2.0L 4cyl Turbo 10A),Terrific Sedan," Amazing offering with safety, reliability, comfort, technology and performance to boot!  My only nitpick is why they didn't have a homelink mirror???",5
1433, on 08/10/18 14:42 PM (PDT),Scott ,2018 Honda Accord  Touring 4dr Sedan (2.0L 4cyl Turbo 10A),"Lot's of power, great family sedan."," Can't report on Maintenance cost or long term reliability ... New car... but with the Turbo, New info-suite, Loads of safety electronics and it being the first year of a new design.... I did opt for the extended warranty. I know it's usually a waste but piece of mind was worth it to me. Make sure you negotiate the price of the extended warranty. That price is grossly over padded.",5
1434, on 08/06/18 09:36 AM (PDT),Marilyn ,2018 Honda Accord  LX 4dr Sedan (1.5L 4cyl Turbo CVT),I chose a Honda!," So far I am pleased with my car, I have only had it for a month.  I have had a couple of Honda's in the past and chose to go with another Honda due to my last car was very reliable and I loved.  I hope this one is just as good as my last one.",4
1435, on 08/06/18 08:27 AM (PDT),GoCowboys13 ,2018 Honda Accord  EX 4dr Sedan (1.5L 4cyl Turbo CVT),An Amazing Car!!!!," I waved goodbye to my 2001 Accord (original owner with 205K miles) and bought my beautiful 2018 Accord. The comfort, fuel economy, safety features and tech are amazing. The drive is comfort but it's not a Lexus or even a Toyota but more firm, you are lower to the ground which I love. Power is great even with the 1.5T and the ACC is working perfectly, I completed a 600 mile trip and thanks for the ACC, it was such a nice relaxing experience. Combined MPG was 37 for a brand new car with less than 1000 miles.",5
1436, on 08/05/18 11:13 AM (PDT),RMCTrifecta ,2018 Honda Accord  Touring 4dr Sedan (2.0L 4cyl Turbo 10A),Acura Accord, Touring version with the 2.0 liter engine.  Luxury car without a luxury nameplate.,5
1437, on 08/04/18 13:00 PM (PDT),Mike D. ,2018 Honda Accord  Sport 4dr Sedan (2.0L 4cyl Turbo 10A),Bought Brand New 2018 Honda Accord Sport," Test drove 2018 Honda Accord Sport and ended up buying one for my wife. This was our 4th Honda, we had good luck with the Honda brand and the reliability. We were going to buy the top rated Toyota Camry but decided to stick with the Honda. My wife drove it for 2 weeks, the car had 200 miles on it and  it started driving funny, we brought it into the Honda dealer. The technician took the car for a ride and told us that he had some bad news, the brand new 2018 Honda Accord Sport needed a NEW TRANSMISSION!!! So much for Honda quality and quality control. They offered to replace the transmission, we told them that we bought a new car and want a new car not a refurbished car. They refused,  very very dissapointed in Honda and the Honda brand. We now have a refurbished 2018 Honda Accord the we paid full price, NOT HAPPY WITH HONDA!!",2
1438, on 08/04/18 09:17 AM (PDT),Giantsdoc ,2018 Honda Accord  EX-L 4dr Sedan (2.0L 4cyl Turbo 10A),Accord 2.0T gets same gas mileage as my 2014 accor, The bigger engine without the cvt is well worth while.,5
1439, on 08/01/18 18:21 PM (PDT),Sam Cushing ,2018 Honda Accord  Touring 4dr Sedan (2.0L 4cyl Turbo 10A),What Happened Baby?," Owned Accords ever since 1998. Always had either the EXL V6 or Since 2014 model year the Touring models.  Wife drives Acura, I drive Honda and my Prized old Jeeps,  anyways I've always appreciated Honda styling, reliability and the sleeping "" power"" the endin Amazing 3.5 V6 had. The pickup in my 2018 touring 2.0 ""turbo"" is nothing less than upsetting.  A real let down kick in the crotch to loyal Honda buyers like myself.  The 3.5 offered killer gas mileage, better 0-60 times by mind blowing difference and getting 200k was simply a warm up.  My wife noticed the odd decisions 2 model years ago in her Acuras that upset her which was fake leather and duel exhaust missing, the dealer who adores her couldn't apologize more but said Honda/Acura was going the more millennial eco friendly route wherever l whatever that meant,  but sadly what it means to us is changing brands after nearly 20 loyal years. Your supposed to progress, not regress like Honda/Acura is doing. I'm giving you my checkbook, you give me what I want, very simple.  This 2018 is an utter failure.  I drove it for 3 months and returned it for a Ridgeline which still has my beloved V6 and is an entirely different review. Wake up Honda,  competition isn't knocking anymore, their inside eating outta your fridge.",3
1440, on 08/01/18 14:02 PM (PDT),Tenorhill ,2018 Honda Accord  Sport 4dr Sedan (2.0L 4cyl Turbo 10A),There is little to no downside to owning this car," I am totally in love with my new 2018 Accord Sport 2.0 10AT. Cosmetically, it is one of the coolest designs I've seen in a long time. It no longer looks like a family sedan, but the sporty race car you really want to own, only with four doors. The only negative I have to say about this vehicle is the A/C. When outside temperatures go into the 90s, it takes a LONG time for this car's cabin to cool down. My commute is about 30 minutes, and the car finally cools down about 15 minutes in. But, thankfully, that is only on really hot days. The other three quarters of the year and the evenings the A/C will eventually freeze you out. Don't know what that is about, but the dealer says everything is working correctly and coolant levels are correct.",5
1441, on 07/31/18 17:03 PM (PDT),Roger ,2018 Honda Accord  Touring 4dr Sedan (2.0L 4cyl Turbo 10A),Wife's 3rd Honda," EXCELLENT!  My wife has alternated between Honda Accords & BMW 3 series for the last 5 cars.  As a retired Master Porsche Tech, her 2018 Touring 2.0T/10spd is a great compromise between both Honda Accord & BMW 3 series.  Is a little lower then her 2002 Accord ex V6, but is quicker & much more responsive.  Lots of space inside.  Cooling seats are great.  Like the Navi system.  Like sport mode, quicker steering, faster downshifts, firmer suspension.  Front camera with windshield blackout are a little vision restricting.  My wife loves it - life is good!",5
1442, on 07/31/18 15:01 PM (PDT),Mark ,2018 Honda Accord  EX 4dr Sedan (1.5L 4cyl Turbo CVT),Screams at me, Hands free dialing voice is very loud and I can't adjust the volume.,5
1443, on 07/30/18 12:59 PM (PDT),WalterDLC ,2018 Honda Accord  LX 4dr Sedan (1.5L 4cyl Turbo CVT),Noise Everywhere," My wife and I bought both 2018 Camry SE and Accord LX and this is how I can confidently write this review well. Both have good designs but both interiors are way different. The Accord’s driver seat is manual.  Even my old 12 Camry LE (the lowest variant) has a power driver seat.  Anyway,  the interior design of the Accord is awkward in terms of the comfort.  The cabin’s middle storage bin is placed low for both driver and passenger’s elbow to rest on.  The Camry’s is placed exactly elbow level and aligned to the transmission shifter.  The Accord’s cabin noise level is bad. You hear the road, the tires and worst, the cars around in the freeway making you fear of getting crashed.  The dash and under the seat makes an annoying buzzing vibrating noise when I accelerate but never on humps/bumps and rough patches of road.  I am guessing it might the nylon or plastic black ribbed wiring hose that may be loose and making a grinding noise as well.  The rear seat is comfortable but the road noise and the shakes feel like rear cabin of a compact.   On the exterior, Honda seems cheap by simply installing a hood stick rather than gas-filled hood cylinders.  Again, even my 12 Camry LE has those cylinders on both sides of the hood making it easy to lift up.",3
1444, on 07/28/18 13:36 PM (PDT),G. Ralls ,2018 Honda Accord  EX 4dr Sedan (1.5L 4cyl Turbo CVT),Read the manual twice!," Pay attention to sales person or whoever is teaching you how to setup safety features, XM/Sirius radio, iPhone or Android setup etc. before you leave dealership. Read manual twice while sitting in car. Plan on going back to dealer with a list of questions you have after a few days of driving your new car.  If you are moving up in years from 2013 or before, welcome to the world of new car technology! The 2018 Honda has more features than you will probably use. But, the safety driving features could be a life saver eg, blind spot warning &alarm alone is a great feature! Was going BMW 330 route. Have to say with Honda’s new design handling is superb. (Assuming you do not have Hankook or Kumho tires).",5
